f_inf (dimensionless),V (millivolt)
0.929936,-38.1
0.929843,-38.09
0.92975,-38.08
0.929657,-38.07
0.929563,-38.06
0.92947,-38.05
0.929376,-38.04
0.929282,-38.03
0.929188,-38.02
0.929094,-38.01
0.929,-38
0.928906,-37.99
0.928811,-37.98
0.928717,-37.97
0.928622,-37.96
0.928527,-37.95
0.928433,-37.94
0.928338,-37.93
0.928242,-37.92
0.928147,-37.91
0.928052,-37.9
0.927956,-37.89
0.927861,-37.88
0.927765,-37.87
0.927669,-37.86
0.927574,-37.85
0.927477,-37.84
0.927381,-37.83
0.927285,-37.82
0.927189,-37.81
0.927092,-37.8
0.926996,-37.79
0.926899,-37.78
0.926802,-37.77
0.926705,-37.76
0.926608,-37.75
0.926511,-37.74
0.926413,-37.73
0.926316,-37.72
0.926218,-37.71
0.926121,-37.7
0.926023,-37.69
0.925925,-37.68
0.925827,-37.67
0.925729,-37.66
0.92563,-37.65
0.925532,-37.64
0.925434,-37.63
0.925335,-37.62
0.925236,-37.61
0.925137,-37.6
0.925038,-37.59
0.924939,-37.58
0.92484,-37.57
0.924741,-37.56
0.924641,-37.55
0.924541,-37.54
0.924442,-37.53
0.924342,-37.52
0.924242,-37.51
0.924142,-37.5
0.924042,-37.49
0.923941,-37.48
0.923841,-37.47
0.92374,-37.46
0.92364,-37.45
0.923539,-37.44
0.923438,-37.43
0.923337,-37.42
0.923236,-37.41
0.923134,-37.4
0.923033,-37.39
0.922931,-37.38
0.92283,-37.37
0.922728,-37.36
0.922626,-37.35
0.922524,-37.34
0.922422,-37.33
0.922319,-37.32
0.922217,-37.31
0.922114,-37.3
0.922012,-37.29
0.921909,-37.28
0.921806,-37.27
0.921703,-37.26
0.9216,-37.25
0.921497,-37.24
0.921393,-37.23
0.92129,-37.22
0.921186,-37.21
0.921082,-37.2
0.920978,-37.19
0.920874,-37.18
0.92077,-37.17
0.920666,-37.16
0.920561,-37.15
0.920457,-37.14
0.920352,-37.13
0.920247,-37.12
0.920143,-37.11
0.920038,-37.1
0.919932,-37.09
0.919827,-37.08
0.919722,-37.07
0.919616,-37.06
0.91951,-37.05
0.919405,-37.04
0.919299,-37.03
0.919193,-37.02
0.919087,-37.01
0.91898,-37
0.918874,-36.99
0.918767,-36.98
0.918661,-36.97
0.918554,-36.96
0.918447,-36.95
0.91834,-36.94
0.918233,-36.93
0.918125,-36.92
0.918018,-36.91
0.91791,-36.9
0.917802,-36.89
0.917695,-36.88
0.917587,-36.87
0.917479,-36.86
0.91737,-36.85
0.917262,-36.84
0.917154,-36.83
0.917045,-36.82
0.916936,-36.81
0.916827,-36.8
0.916718,-36.79
0.916609,-36.78
0.9165,-36.77
0.916391,-36.76
0.916281,-36.75
0.916171,-36.74
0.916062,-36.73
0.915952,-36.72
0.915842,-36.71
0.915731,-36.7
0.915621,-36.69
0.915511,-36.68
0.9154,-36.67
0.915289,-36.66
0.915179,-36.65
0.915068,-36.64
0.914957,-36.63
0.914845,-36.62
0.914734,-36.61
0.914622,-36.6
0.914511,-36.59
0.914399,-36.58
0.914287,-36.57
0.914175,-36.56
0.914063,-36.55
0.913951,-36.54
0.913838,-36.53
0.913726,-36.52
0.913613,-36.51
0.9135,-36.5
0.913387,-36.49
0.913274,-36.48
0.913161,-36.47
0.913048,-36.46
0.912934,-36.45
0.912821,-36.44
0.912707,-36.43
0.912593,-36.42
0.912479,-36.41
0.912365,-36.4
0.912251,-36.39
0.912136,-36.38
0.912022,-36.37
0.911907,-36.36
0.911792,-36.35
0.911677,-36.34
0.911562,-36.33
0.911447,-36.32
0.911331,-36.31
0.911216,-36.3
0.9111,-36.29
0.910984,-36.28
0.910868,-36.27
0.910752,-36.26
0.910636,-36.25
0.91052,-36.24
0.910403,-36.23
0.910287,-36.22
0.91017,-36.21
0.910053,-36.2
0.909936,-36.19
0.909819,-36.18
0.909702,-36.17
0.909584,-36.16
0.909467,-36.15
0.909349,-36.14
0.909231,-36.13
0.909113,-36.12
0.908995,-36.11
0.908877,-36.1
0.908759,-36.09
0.90864,-36.08
0.908521,-36.07
0.908403,-36.06
0.908284,-36.05
0.908165,-36.04
0.908045,-36.03
0.907926,-36.02
0.907807,-36.01
0.907687,-36
0.907567,-35.99
0.907447,-35.98
0.907327,-35.97
0.907207,-35.96
0.907087,-35.95
0.906966,-35.94
0.906846,-35.93
0.906725,-35.92
0.906604,-35.91
0.906483,-35.9
0.906362,-35.89
0.90624,-35.88
0.906119,-35.87
0.905997,-35.86
0.905876,-35.85
0.905754,-35.84
0.905632,-35.83
0.90551,-35.82
0.905387,-35.81
0.905265,-35.8
0.905142,-35.79
0.90502,-35.78
0.904897,-35.77
0.904774,-35.76
0.904651,-35.75
0.904527,-35.74
0.904404,-35.73
0.90428,-35.72
0.904156,-35.71
0.904033,-35.7
0.903909,-35.69
0.903784,-35.68
0.90366,-35.67
0.903536,-35.66
0.903411,-35.65
0.903286,-35.64
0.903162,-35.63
0.903037,-35.62
0.902911,-35.61
0.902786,-35.6
0.902661,-35.59
0.902535,-35.58
0.902409,-35.57
0.902283,-35.56
0.902157,-35.55
0.902031,-35.54
0.901905,-35.53
0.901778,-35.52
0.901652,-35.51
0.901525,-35.5
0.901398,-35.49
0.901271,-35.48
0.901144,-35.47
0.901017,-35.46
0.900889,-35.45
0.900761,-35.44
0.900634,-35.43
0.900506,-35.42
0.900378,-35.41
0.90025,-35.4
0.900121,-35.39
0.899993,-35.38
0.899864,-35.37
0.899735,-35.36
0.899606,-35.35
0.899477,-35.34
0.899348,-35.33
0.899219,-35.32
0.899089,-35.31
0.898959,-35.3
0.898829,-35.29
0.898699,-35.28
0.898569,-35.27
0.898439,-35.26
0.898309,-35.25
0.898178,-35.24
0.898047,-35.23
0.897916,-35.22
0.897785,-35.21
0.897654,-35.2
0.897523,-35.19
0.897391,-35.18
0.89726,-35.17
0.897128,-35.16
0.896996,-35.15
0.896864,-35.14
0.896732,-35.13
0.8966,-35.12
0.896467,-35.11
0.896334,-35.1
0.896202,-35.09
0.896069,-35.08
0.895935,-35.07
0.895802,-35.06
0.895669,-35.05
0.895535,-35.04
0.895401,-35.03
0.895268,-35.02
0.895134,-35.01
0.894999,-35
0.894865,-34.99
0.894731,-34.98
0.894596,-34.97
0.894461,-34.96
0.894326,-34.95
0.894191,-34.94
0.894056,-34.93
0.893921,-34.92
0.893785,-34.91
0.893649,-34.9
0.893513,-34.89
0.893377,-34.88
0.893241,-34.87
0.893105,-34.86
0.892969,-34.85
0.892832,-34.84
0.892695,-34.83
0.892558,-34.82
0.892421,-34.81
0.892284,-34.8
0.892147,-34.79
0.892009,-34.78
0.891871,-34.77
0.891733,-34.76
0.891595,-34.75
0.891457,-34.74
0.891319,-34.73
0.891181,-34.72
0.891042,-34.71
0.890903,-34.7
0.890764,-34.69
0.890625,-34.68
0.890486,-34.67
0.890347,-34.66
0.890207,-34.65
0.890067,-34.64
0.889927,-34.63
0.889787,-34.62
0.889647,-34.61
0.889507,-34.6
0.889366,-34.59
0.889226,-34.58
0.889085,-34.57
0.888944,-34.56
0.888803,-34.55
0.888662,-34.54
0.88852,-34.53
0.888379,-34.52
0.888237,-34.51
0.888095,-34.5
0.887953,-34.49
0.887811,-34.48
0.887668,-34.47
0.887526,-34.46
0.887383,-34.45
0.88724,-34.44
0.887097,-34.43
0.886954,-34.42
0.886811,-34.41
0.886667,-34.4
0.886524,-34.39
0.88638,-34.38
0.886236,-34.37
0.886092,-34.36
0.885948,-34.35
0.885803,-34.34
0.885659,-34.33
0.885514,-34.32
0.885369,-34.31
0.885224,-34.3
0.885079,-34.29
0.884933,-34.28
0.884788,-34.27
0.884642,-34.26
0.884496,-34.25
0.88435,-34.24
0.884204,-34.23
0.884058,-34.22
0.883911,-34.21
0.883764,-34.2
0.883618,-34.19
0.883471,-34.18
0.883323,-34.17
0.883176,-34.16
0.883029,-34.15
0.882881,-34.14
0.882733,-34.13
0.882585,-34.12
0.882437,-34.11
0.882289,-34.1
0.88214,-34.09
0.881992,-34.08
0.881843,-34.07
0.881694,-34.06
0.881545,-34.05
0.881396,-34.04
0.881246,-34.03
0.881097,-34.02
0.880947,-34.01
0.880797,-34
0.880647,-33.99
0.880497,-33.98
0.880346,-33.97
0.880196,-33.96
0.880045,-33.95
0.879894,-33.94
0.879743,-33.93
0.879592,-33.92
0.879441,-33.91
0.879289,-33.9
0.879137,-33.89
0.878985,-33.88
0.878833,-33.87
0.878681,-33.86
0.878529,-33.85
0.878376,-33.84
0.878224,-33.83
0.878071,-33.82
0.877918,-33.81
0.877764,-33.8
0.877611,-33.79
0.877458,-33.78
0.877304,-33.77
0.87715,-33.76
0.876996,-33.75
0.876842,-33.74
0.876687,-33.73
0.876533,-33.72
0.876378,-33.71
0.876223,-33.7
0.876068,-33.69
0.875913,-33.68
0.875758,-33.67
0.875602,-33.66
0.875447,-33.65
0.875291,-33.64
0.875135,-33.63
0.874979,-33.62
0.874822,-33.61
0.874666,-33.6
0.874509,-33.59
0.874352,-33.58
0.874195,-33.57
0.874038,-33.56
0.873881,-33.55
0.873723,-33.54
0.873565,-33.53
0.873407,-33.52
0.873249,-33.51
0.873091,-33.5
0.872933,-33.49
0.872774,-33.48
0.872616,-33.47
0.872457,-33.46
0.872298,-33.45
0.872138,-33.44
0.871979,-33.43
0.871819,-33.42
0.87166,-33.41
0.8715,-33.4
0.87134,-33.39
0.87118,-33.38
0.871019,-33.37
0.870859,-33.36
0.870698,-33.35
0.870537,-33.34
0.870376,-33.33
0.870215,-33.32
0.870053,-33.31
0.869892,-33.3
0.86973,-33.29
0.869568,-33.28
0.869406,-33.27
0.869243,-33.26
0.869081,-33.25
0.868918,-33.24
0.868756,-33.23
0.868593,-33.22
0.868429,-33.21
0.868266,-33.2
0.868103,-33.19
0.867939,-33.18
0.867775,-33.17
0.867611,-33.16
0.867447,-33.15
0.867283,-33.14
0.867118,-33.13
0.866953,-33.12
0.866789,-33.11
0.866623,-33.1
0.866458,-33.09
0.866293,-33.08
0.866127,-33.07
0.865962,-33.06
0.865796,-33.05
0.86563,-33.04
0.865463,-33.03
0.865297,-33.02
0.86513,-33.01
0.864964,-33
0.864797,-32.99
0.86463,-32.98
0.864462,-32.97
0.864295,-32.96
0.864127,-32.95
0.863959,-32.94
0.863791,-32.93
0.863623,-32.92
0.863455,-32.91
0.863286,-32.9
0.863118,-32.89
0.862949,-32.88
0.86278,-32.87
0.86261,-32.86
0.862441,-32.85
0.862271,-32.84
0.862102,-32.83
0.861932,-32.82
0.861762,-32.81
0.861591,-32.8
0.861421,-32.79
0.86125,-32.78
0.86108,-32.77
0.860909,-32.76
0.860737,-32.75
0.860566,-32.74
0.860395,-32.73
0.860223,-32.72
0.860051,-32.71
0.859879,-32.7
0.859707,-32.69
0.859534,-32.68
0.859362,-32.67
0.859189,-32.66
0.859016,-32.65
0.858843,-32.64
0.85867,-32.63
0.858496,-32.62
0.858323,-32.61
0.858149,-32.6
0.857975,-32.59
0.857801,-32.58
0.857626,-32.57
0.857452,-32.56
0.857277,-32.55
0.857102,-32.54
0.856927,-32.53
0.856752,-32.52
0.856577,-32.51
0.856401,-32.5
0.856225,-32.49
0.856049,-32.48
0.855873,-32.47
0.855697,-32.46
0.85552,-32.45
0.855344,-32.44
0.855167,-32.43
0.85499,-32.42
0.854813,-32.41
0.854635,-32.4
0.854458,-32.39
0.85428,-32.38
0.854102,-32.37
0.853924,-32.36
0.853746,-32.35
0.853567,-32.34
0.853388,-32.33
0.85321,-32.32
0.853031,-32.31
0.852851,-32.3
0.852672,-32.29
0.852493,-32.28
0.852313,-32.27
0.852133,-32.26
0.851953,-32.25
0.851773,-32.24
0.851592,-32.23
0.851411,-32.22
0.851231,-32.21
0.85105,-32.2
0.850868,-32.19
0.850687,-32.18
0.850506,-32.17
0.850324,-32.16
0.850142,-32.15
0.84996,-32.14
0.849778,-32.13
0.849595,-32.12
0.849412,-32.11
0.84923,-32.1
0.849047,-32.09
0.848863,-32.08
0.84868,-32.07
0.848496,-32.06
0.848313,-32.05
0.848129,-32.04
0.847945,-32.03
0.84776,-32.02
0.847576,-32.01
0.847391,-32
0.847207,-31.99
0.847021,-31.98
0.846836,-31.97
0.846651,-31.96
0.846465,-31.95
0.84628,-31.94
0.846094,-31.93
0.845908,-31.92
0.845721,-31.91
0.845535,-31.9
0.845348,-31.89
0.845161,-31.88
0.844974,-31.87
0.844787,-31.86
0.8446,-31.85
0.844412,-31.84
0.844224,-31.83
0.844036,-31.82
0.843848,-31.81
0.84366,-31.8
0.843471,-31.79
0.843282,-31.78
0.843094,-31.77
0.842905,-31.76
0.842715,-31.75
0.842526,-31.74
0.842336,-31.73
0.842146,-31.72
0.841956,-31.71
0.841766,-31.7
0.841576,-31.69
0.841385,-31.68
0.841195,-31.67
0.841004,-31.66
0.840812,-31.65
0.840621,-31.64
0.84043,-31.63
0.840238,-31.62
0.840046,-31.61
0.839854,-31.6
0.839662,-31.59
0.839469,-31.58
0.839277,-31.57
0.839084,-31.56
0.838891,-31.55
0.838698,-31.54
0.838505,-31.53
0.838311,-31.52
0.838117,-31.51
0.837923,-31.5
0.837729,-31.49
0.837535,-31.48
0.83734,-31.47
0.837146,-31.46
0.836951,-31.45
0.836756,-31.44
0.836561,-31.43
0.836365,-31.42
0.83617,-31.41
0.835974,-31.4
0.835778,-31.39
0.835582,-31.38
0.835385,-31.37
0.835189,-31.36
0.834992,-31.35
0.834795,-31.34
0.834598,-31.33
0.834401,-31.32
0.834203,-31.31
0.834006,-31.3
0.833808,-31.29
0.83361,-31.28
0.833411,-31.27
0.833213,-31.26
0.833014,-31.25
0.832816,-31.24
0.832617,-31.23
0.832417,-31.22
0.832218,-31.21
0.832018,-31.2
0.831819,-31.19
0.831619,-31.18
0.831419,-31.17
0.831218,-31.16
0.831018,-31.15
0.830817,-31.14
0.830616,-31.13
0.830415,-31.12
0.830214,-31.11
0.830012,-31.1
0.829811,-31.09
0.829609,-31.08
0.829407,-31.07
0.829205,-31.06
0.829002,-31.05
0.828799,-31.04
0.828597,-31.03
0.828394,-31.02
0.828191,-31.01
0.827987,-31
0.827784,-30.99
0.82758,-30.98
0.827376,-30.97
0.827172,-30.96
0.826967,-30.95
0.826763,-30.94
0.826558,-30.93
0.826353,-30.92
0.826148,-30.91
0.825943,-30.9
0.825738,-30.89
0.825532,-30.88
0.825326,-30.87
0.82512,-30.86
0.824914,-30.85
0.824707,-30.84
0.824501,-30.83
0.824294,-30.82
0.824087,-30.81
0.82388,-30.8
0.823672,-30.79
0.823465,-30.78
0.823257,-30.77
0.823049,-30.76
0.822841,-30.75
0.822633,-30.74
0.822424,-30.73
0.822215,-30.72
0.822006,-30.71
0.821797,-30.7
0.821588,-30.69
0.821378,-30.68
0.821169,-30.67
0.820959,-30.66
0.820749,-30.65
0.820538,-30.64
0.820328,-30.63
0.820117,-30.62
0.819907,-30.61
0.819695,-30.6
0.819484,-30.59
0.819273,-30.58
0.819061,-30.57
0.818849,-30.56
0.818637,-30.55
0.818425,-30.54
0.818213,-30.53
0.818,-30.52
0.817787,-30.51
0.817574,-30.5
0.817361,-30.49
0.817148,-30.48
0.816934,-30.47
0.816721,-30.46
0.816507,-30.45
0.816293,-30.44
0.816078,-30.43
0.815864,-30.42
0.815649,-30.41
0.815434,-30.4
0.815219,-30.39
0.815004,-30.38
0.814788,-30.37
0.814573,-30.36
0.814357,-30.35
0.814141,-30.34
0.813924,-30.33
0.813708,-30.32
0.813491,-30.31
0.813274,-30.3
0.813057,-30.29
0.81284,-30.28
0.812623,-30.27
0.812405,-30.26
0.812187,-30.25
0.811969,-30.24
0.811751,-30.23
0.811533,-30.22
0.811314,-30.21
0.811095,-30.2
0.810876,-30.19
0.810657,-30.18
0.810438,-30.17
0.810218,-30.16
0.809998,-30.15
0.809778,-30.14
0.809558,-30.13
0.809338,-30.12
0.809117,-30.11
0.808897,-30.1
0.808676,-30.09
0.808455,-30.08
0.808233,-30.07
0.808012,-30.06
0.80779,-30.05
0.807568,-30.04
0.807346,-30.03
0.807124,-30.02
0.806901,-30.01
0.806679,-30
0.806456,-29.99
0.806233,-29.98
0.806009,-29.97
0.805786,-29.96
0.805562,-29.95
0.805338,-29.94
0.805114,-29.93
0.80489,-29.92
0.804666,-29.91
0.804441,-29.9
0.804216,-29.89
0.803991,-29.88
0.803766,-29.87
0.803541,-29.86
0.803315,-29.85
0.803089,-29.84
0.802863,-29.83
0.802637,-29.82
0.80241,-29.81
0.802184,-29.8
0.801957,-29.79
0.80173,-29.78
0.801503,-29.77
0.801276,-29.76
0.801048,-29.75
0.80082,-29.74
0.800592,-29.73
0.800364,-29.72
0.800136,-29.71
0.799907,-29.7
0.799678,-29.69
0.799449,-29.68
0.79922,-29.67
0.798991,-29.66
0.798761,-29.65
0.798532,-29.64
0.798302,-29.63
0.798072,-29.62
0.797841,-29.61
0.797611,-29.6
0.79738,-29.59
0.797149,-29.58
0.796918,-29.57
0.796687,-29.56
0.796455,-29.55
0.796224,-29.54
0.795992,-29.53
0.79576,-29.52
0.795527,-29.51
0.795295,-29.5
0.795062,-29.49
0.794829,-29.48
0.794596,-29.47
0.794363,-29.46
0.79413,-29.45
0.793896,-29.44
0.793662,-29.43
0.793428,-29.42
0.793194,-29.41
0.792959,-29.4
0.792725,-29.39
0.79249,-29.38
0.792255,-29.37
0.79202,-29.36
0.791784,-29.35
0.791549,-29.34
0.791313,-29.33
0.791077,-29.32
0.790841,-29.31
0.790604,-29.3
0.790368,-29.29
0.790131,-29.28
0.789894,-29.27
0.789657,-29.26
0.789419,-29.25
0.789182,-29.24
0.788944,-29.23
0.788706,-29.22
0.788468,-29.21
0.788229,-29.2
0.787991,-29.19
0.787752,-29.18
0.787513,-29.17
0.787274,-29.16
0.787035,-29.15
0.786795,-29.14
0.786555,-29.13
0.786315,-29.12
0.786075,-29.11
0.785835,-29.1
0.785594,-29.09
0.785354,-29.08
0.785113,-29.07
0.784872,-29.06
0.78463,-29.05
0.784389,-29.04
0.784147,-29.03
0.783905,-29.02
0.783663,-29.01
0.783421,-29
0.783178,-28.99
0.782936,-28.98
0.782693,-28.97
0.78245,-28.96
0.782207,-28.95
0.781963,-28.94
0.781719,-28.93
0.781476,-28.92
0.781231,-28.91
0.780987,-28.9
0.780743,-28.89
0.780498,-28.88
0.780253,-28.87
0.780008,-28.86
0.779763,-28.85
0.779518,-28.84
0.779272,-28.83
0.779026,-28.82
0.77878,-28.81
0.778534,-28.8
0.778287,-28.79
0.778041,-28.78
0.777794,-28.77
0.777547,-28.76
0.7773,-28.75
0.777052,-28.74
0.776805,-28.73
0.776557,-28.72
0.776309,-28.71
0.776061,-28.7
0.775813,-28.69
0.775564,-28.68
0.775315,-28.67
0.775066,-28.66
0.774817,-28.65
0.774568,-28.64
0.774318,-28.63
0.774069,-28.62
0.773819,-28.61
0.773568,-28.6
0.773318,-28.59
0.773068,-28.58
0.772817,-28.57
0.772566,-28.56
0.772315,-28.55
0.772064,-28.54
0.771812,-28.53
0.77156,-28.52
0.771308,-28.51
0.771056,-28.5
0.770804,-28.49
0.770552,-28.48
0.770299,-28.47
0.770046,-28.46
0.769793,-28.45
0.76954,-28.44
0.769286,-28.43
0.769033,-28.42
0.768779,-28.41
0.768525,-28.4
0.768271,-28.39
0.768016,-28.38
0.767762,-28.37
0.767507,-28.36
0.767252,-28.35
0.766996,-28.34
0.766741,-28.33
0.766485,-28.32
0.76623,-28.31
0.765974,-28.3
0.765718,-28.29
0.765461,-28.28
0.765205,-28.27
0.764948,-28.26
0.764691,-28.25
0.764434,-28.24
0.764176,-28.23
0.763919,-28.22
0.763661,-28.21
0.763403,-28.2
0.763145,-28.19
0.762887,-28.18
0.762628,-28.17
0.762369,-28.16
0.762111,-28.15
0.761851,-28.14
0.761592,-28.13
0.761333,-28.12
0.761073,-28.11
0.760813,-28.1
0.760553,-28.09
0.760293,-28.08
0.760032,-28.07
0.759772,-28.06
0.759511,-28.05
0.75925,-28.04
0.758989,-28.03
0.758727,-28.02
0.758466,-28.01
0.758204,-28
0.757942,-27.99
0.75768,-27.98
0.757417,-27.97
0.757155,-27.96
0.756892,-27.95
0.756629,-27.94
0.756366,-27.93
0.756102,-27.92
0.755839,-27.91
0.755575,-27.9
0.755311,-27.89
0.755047,-27.88
0.754783,-27.87
0.754518,-27.86
0.754254,-27.85
0.753989,-27.84
0.753724,-27.83
0.753458,-27.82
0.753193,-27.81
0.752927,-27.8
0.752661,-27.79
0.752395,-27.78
0.752129,-27.77
0.751863,-27.76
0.751596,-27.75
0.751329,-27.74
0.751062,-27.73
0.750795,-27.72
0.750528,-27.71
0.75026,-27.7
0.749992,-27.69
0.749724,-27.68
0.749456,-27.67
0.749188,-27.66
0.748919,-27.65
0.748651,-27.64
0.748382,-27.63
0.748113,-27.62
0.747843,-27.61
0.747574,-27.6
0.747304,-27.59
0.747034,-27.58
0.746764,-27.57
0.746494,-27.56
0.746224,-27.55
0.745953,-27.54
0.745682,-27.53
0.745411,-27.52
0.74514,-27.51
0.744868,-27.5
0.744597,-27.49
0.744325,-27.48
0.744053,-27.47
0.743781,-27.46
0.743509,-27.45
0.743236,-27.44
0.742963,-27.43
0.742691,-27.42
0.742417,-27.41
0.742144,-27.4
0.741871,-27.39
0.741597,-27.38
0.741323,-27.37
0.741049,-27.36
0.740775,-27.35
0.7405,-27.34
0.740226,-27.33
0.739951,-27.32
0.739676,-27.31
0.739401,-27.3
0.739126,-27.29
0.73885,-27.28
0.738574,-27.27
0.738298,-27.26
0.738022,-27.25
0.737746,-27.24
0.737469,-27.23
0.737193,-27.22
0.736916,-27.21
0.736639,-27.2
0.736362,-27.19
0.736084,-27.18
0.735807,-27.17
0.735529,-27.16
0.735251,-27.15
0.734973,-27.14
0.734694,-27.13
0.734416,-27.12
0.734137,-27.11
0.733858,-27.1
0.733579,-27.09
0.7333,-27.08
0.73302,-27.07
0.73274,-27.06
0.732461,-27.05
0.732181,-27.04
0.7319,-27.03
0.73162,-27.02
0.731339,-27.01
0.731059,-27
0.730778,-26.99
0.730496,-26.98
0.730215,-26.97
0.729934,-26.96
0.729652,-26.95
0.72937,-26.94
0.729088,-26.93
0.728806,-26.92
0.728523,-26.91
0.728241,-26.9
0.727958,-26.89
0.727675,-26.88
0.727392,-26.87
0.727108,-26.86
0.726825,-26.85
0.726541,-26.84
0.726257,-26.83
0.725973,-26.82
0.725689,-26.81
0.725404,-26.8
0.725119,-26.79
0.724835,-26.78
0.72455,-26.77
0.724264,-26.76
0.723979,-26.75
0.723693,-26.74
0.723408,-26.73
0.723122,-26.72
0.722836,-26.71
0.722549,-26.7
0.722263,-26.69
0.721976,-26.68
0.721689,-26.67
0.721402,-26.66
0.721115,-26.65
0.720828,-26.64
0.72054,-26.63
0.720252,-26.62
0.719965,-26.61
0.719676,-26.6
0.719388,-26.59
0.7191,-26.58
0.718811,-26.57
0.718522,-26.56
0.718233,-26.55
0.717944,-26.54
0.717655,-26.53
0.717365,-26.52
0.717075,-26.51
0.716785,-26.5
0.716495,-26.49
0.716205,-26.48
0.715915,-26.47
0.715624,-26.46
0.715333,-26.45
0.715042,-26.44
0.714751,-26.43
0.71446,-26.42
0.714168,-26.41
0.713876,-26.4
0.713584,-26.39
0.713292,-26.38
0.713,-26.37
0.712708,-26.36
0.712415,-26.35
0.712122,-26.34
0.711829,-26.33
0.711536,-26.32
0.711243,-26.31
0.71095,-26.3
0.710656,-26.29
0.710362,-26.28
0.710068,-26.27
0.709774,-26.26
0.709479,-26.25
0.709185,-26.24
0.70889,-26.23
0.708595,-26.22
0.7083,-26.21
0.708005,-26.2
0.70771,-26.19
0.707414,-26.18
0.707118,-26.17
0.706822,-26.16
0.706526,-26.15
0.70623,-26.14
0.705933,-26.13
0.705637,-26.12
0.70534,-26.11
0.705043,-26.1
0.704746,-26.09
0.704448,-26.08
0.704151,-26.07
0.703853,-26.06
0.703555,-26.05
0.703257,-26.04
0.702959,-26.03
0.702661,-26.02
0.702362,-26.01
0.702063,-26
0.701764,-25.99
0.701465,-25.98
0.701166,-25.97
0.700867,-25.96
0.700567,-25.95
0.700267,-25.94
0.699967,-25.93
0.699667,-25.92
0.699367,-25.91
0.699067,-25.9
0.698766,-25.89
0.698465,-25.88
0.698164,-25.87
0.697863,-25.86
0.697562,-25.85
0.69726,-25.84
0.696959,-25.83
0.696657,-25.82
0.696355,-25.81
0.696053,-25.8
0.69575,-25.79
0.695448,-25.78
0.695145,-25.77
0.694842,-25.76
0.69454,-25.75
0.694236,-25.74
0.693933,-25.73
0.69363,-25.72
0.693326,-25.71
0.693022,-25.7
0.692718,-25.69
0.692414,-25.68
0.69211,-25.67
0.691805,-25.66
0.6915,-25.65
0.691195,-25.64
0.69089,-25.63
0.690585,-25.62
0.69028,-25.61
0.689974,-25.6
0.689669,-25.59
0.689363,-25.58
0.689057,-25.57
0.688751,-25.56
0.688444,-25.55
0.688138,-25.54
0.687831,-25.53
0.687525,-25.52
0.687218,-25.51
0.68691,-25.5
0.686603,-25.49
0.686296,-25.48
0.685988,-25.47
0.68568,-25.46
0.685372,-25.45
0.685064,-25.44
0.684756,-25.43
0.684447,-25.42
0.684139,-25.41
0.68383,-25.4
0.683521,-25.39
0.683212,-25.38
0.682903,-25.37
0.682593,-25.36
0.682283,-25.35
0.681974,-25.34
0.681664,-25.33
0.681354,-25.32
0.681043,-25.31
0.680733,-25.3
0.680423,-25.29
0.680112,-25.28
0.679801,-25.27
0.67949,-25.26
0.679179,-25.25
0.678867,-25.24
0.678556,-25.23
0.678244,-25.22
0.677932,-25.21
0.67762,-25.2
0.677308,-25.19
0.676996,-25.18
0.676683,-25.17
0.676371,-25.16
0.676058,-25.15
0.675745,-25.14
0.675432,-25.13
0.675119,-25.12
0.674805,-25.11
0.674492,-25.1
0.674178,-25.09
0.673864,-25.08
0.67355,-25.07
0.673236,-25.06
0.672922,-25.05
0.672607,-25.04
0.672292,-25.03
0.671978,-25.02
0.671663,-25.01
0.671347,-25
0.671032,-24.99
0.670717,-24.98
0.670401,-24.97
0.670085,-24.96
0.66977,-24.95
0.669453,-24.94
0.669137,-24.93
0.668821,-24.92
0.668504,-24.91
0.668188,-24.9
0.667871,-24.89
0.667554,-24.88
0.667237,-24.87
0.66692,-24.86
0.666602,-24.85
0.666285,-24.84
0.665967,-24.83
0.665649,-24.82
0.665331,-24.81
0.665013,-24.8
0.664695,-24.79
0.664376,-24.78
0.664057,-24.77
0.663739,-24.76
0.66342,-24.75
0.663101,-24.74
0.662782,-24.73
0.662462,-24.72
0.662143,-24.71
0.661823,-24.7
0.661503,-24.69
0.661183,-24.68
0.660863,-24.67
0.660543,-24.66
0.660222,-24.65
0.659902,-24.64
0.659581,-24.63
0.65926,-24.62
0.658939,-24.61
0.658618,-24.6
0.658297,-24.59
0.657976,-24.58
0.657654,-24.57
0.657332,-24.56
0.65701,-24.55
0.656688,-24.54
0.656366,-24.53
0.656044,-24.52
0.655722,-24.51
0.655399,-24.5
0.655076,-24.49
0.654753,-24.48
0.65443,-24.47
0.654107,-24.46
0.653784,-24.45
0.653461,-24.44
0.653137,-24.43
0.652813,-24.42
0.652489,-24.41
0.652165,-24.4
0.651841,-24.39
0.651517,-24.38
0.651193,-24.37
0.650868,-24.36
0.650543,-24.35
0.650219,-24.34
0.649894,-24.33
0.649568,-24.32
0.649243,-24.31
0.648918,-24.3
0.648592,-24.29
0.648267,-24.28
0.647941,-24.27
0.647615,-24.26
0.647289,-24.25
0.646963,-24.24
0.646636,-24.23
0.64631,-24.22
0.645983,-24.21
0.645656,-24.2
0.645329,-24.19
0.645002,-24.18
0.644675,-24.17
0.644348,-24.16
0.64402,-24.15
0.643693,-24.14
0.643365,-24.13
0.643037,-24.12
0.642709,-24.11
0.642381,-24.1
