f_inf (dimensionless),V (millivolt)
0.0334305,3.55
0.0333843,3.56
0.0333383,3.57
0.0332923,3.58
0.0332463,3.59
0.0332004,3.6
0.0331546,3.61
0.0331088,3.62
0.0330631,3.63
0.0330175,3.64
0.0329719,3.65
0.0329264,3.66
0.0328809,3.67
0.0328355,3.68
0.0327902,3.69
0.0327449,3.7
0.0326997,3.71
0.0326546,3.72
0.0326095,3.73
0.0325644,3.74
0.0325194,3.75
0.0324745,3.76
0.0324297,3.77
0.0323849,3.78
0.0323401,3.79
0.0322955,3.8
0.0322508,3.81
0.0322063,3.82
0.0321618,3.83
0.0321174,3.84
0.032073,3.85
0.0320287,3.86
0.0319844,3.87
0.0319402,3.88
0.0318961,3.89
0.031852,3.9
0.0318079,3.91
0.031764,3.92
0.0317201,3.93
0.0316762,3.94
0.0316324,3.95
0.0315887,3.96
0.031545,3.97
0.0315014,3.98
0.0314579,3.99
0.0314144,4
0.0313709,4.01
0.0313276,4.02
0.0312842,4.03
0.031241,4.04
0.0311978,4.05
0.0311546,4.06
0.0311115,4.07
0.0310685,4.08
0.0310255,4.09
0.0309826,4.1
0.0309397,4.11
0.0308969,4.12
0.0308542,4.13
0.0308115,4.14
0.0307689,4.15
0.0307263,4.16
0.0306838,4.17
0.0306413,4.18
0.0305989,4.19
0.0305566,4.2
0.0305143,4.21
0.030472,4.22
0.0304299,4.23
0.0303877,4.24
0.0303457,4.25
0.0303037,4.26
0.0302617,4.27
0.0302198,4.28
0.030178,4.29
0.0301362,4.3
0.0300945,4.31
0.0300528,4.32
0.0300112,4.33
0.0299696,4.34
0.0299281,4.35
0.0298867,4.36
0.0298453,4.37
0.029804,4.38
0.0297627,4.39
0.0297214,4.4
0.0296803,4.41
0.0296392,4.42
0.0295981,4.43
0.0295571,4.44
0.0295162,4.45
0.0294753,4.46
0.0294344,4.47
0.0293936,4.48
0.0293529,4.49
0.0293122,4.5
0.0292716,4.51
0.029231,4.52
0.0291905,4.53
0.0291501,4.54
0.0291097,4.55
0.0290693,4.56
0.029029,4.57
0.0289888,4.58
0.0289486,4.59
0.0289085,4.6
0.0288684,4.61
0.0288284,4.62
0.0287884,4.63
0.0287485,4.64
0.0287086,4.65
0.0286688,4.66
0.0286291,4.67
0.0285894,4.68
0.0285497,4.69
0.0285101,4.7
0.0284706,4.71
0.0284311,4.72
0.0283917,4.73
0.0283523,4.74
0.028313,4.75
0.0282737,4.76
0.0282345,4.77
0.0281953,4.78
0.0281562,4.79
0.0281171,4.8
0.0280781,4.81
0.0280391,4.82
0.0280002,4.83
0.0279614,4.84
0.0279226,4.85
0.0278838,4.86
0.0278451,4.87
0.0278065,4.88
0.0277679,4.89
0.0277293,4.9
0.0276909,4.91
0.0276524,4.92
0.027614,4.93
0.0275757,4.94
0.0275374,4.95
0.0274992,4.96
0.027461,4.97
0.0274229,4.98
0.0273848,4.99
0.0273468,5
0.0273088,5.01
0.0272709,5.02
0.027233,5.03
0.0271952,5.04
0.0271574,5.05
0.0271197,5.06
0.0270821,5.07
0.0270444,5.08
0.0270069,5.09
0.0269694,5.1
0.0269319,5.11
0.0268945,5.12
0.0268571,5.13
0.0268198,5.14
0.0267825,5.15
0.0267453,5.16
0.0267082,5.17
0.0266711,5.18
0.026634,5.19
0.026597,5.2
0.02656,5.21
0.0265231,5.22
0.0264863,5.23
0.0264495,5.24
0.0264127,5.25
0.026376,5.26
0.0263393,5.27
0.0263027,5.28
0.0262661,5.29
0.0262296,5.3
0.0261932,5.31
0.0261568,5.32
0.0261204,5.33
0.0260841,5.34
0.0260478,5.35
0.0260116,5.36
0.0259754,5.37
0.0259393,5.38
0.0259032,5.39
0.0258672,5.4
0.0258312,5.41
0.0257953,5.42
0.0257594,5.43
0.0257236,5.44
0.0256878,5.45
0.0256521,5.46
0.0256164,5.47
0.0255808,5.48
0.0255452,5.49
0.0255097,5.5
0.0254742,5.51
0.0254387,5.52
0.0254033,5.53
0.025368,5.54
0.0253327,5.55
0.0252975,5.56
0.0252623,5.57
0.0252271,5.58
0.025192,5.59
0.0251569,5.6
0.0251219,5.61
0.025087,5.62
0.025052,5.63
0.0250172,5.64
0.0249824,5.65
0.0249476,5.66
0.0249129,5.67
0.0248782,5.68
0.0248435,5.69
0.024809,5.7
0.0247744,5.71
0.0247399,5.72
0.0247055,5.73
0.0246711,5.74
0.0246367,5.75
0.0246024,5.76
0.0245682,5.77
0.024534,5.78
0.0244998,5.79
0.0244657,5.8
0.0244316,5.81
0.0243976,5.82
0.0243636,5.83
0.0243297,5.84
0.0242958,5.85
0.0242619,5.86
0.0242281,5.87
0.0241944,5.88
0.0241607,5.89
0.024127,5.9
0.0240934,5.91
0.0240598,5.92
0.0240263,5.93
0.0239928,5.94
0.0239594,5.95
0.023926,5.96
0.0238927,5.97
0.0238594,5.98
0.0238261,5.99
0.0237929,6
0.0237598,6.01
0.0237267,6.02
0.0236936,6.03
0.0236606,6.04
0.0236276,6.05
0.0235947,6.06
0.0235618,6.07
0.0235289,6.08
0.0234961,6.09
0.0234634,6.1
0.0234307,6.11
0.023398,6.12
0.0233654,6.13
0.0233328,6.14
0.0233003,6.15
0.0232678,6.16
0.0232353,6.17
0.0232029,6.18
0.0231706,6.19
0.0231383,6.2
0.023106,6.21
0.0230738,6.22
0.0230416,6.23
0.0230095,6.24
0.0229774,6.25
0.0229453,6.26
0.0229133,6.27
0.0228814,6.28
0.0228494,6.29
0.0228176,6.3
0.0227857,6.31
0.0227539,6.32
0.0227222,6.33
0.0226905,6.34
0.0226588,6.35
0.0226272,6.36
0.0225957,6.37
0.0225641,6.38
0.0225326,6.39
0.0225012,6.4
0.0224698,6.41
0.0224384,6.42
0.0224071,6.43
0.0223759,6.44
0.0223446,6.45
0.0223134,6.46
0.0222823,6.47
0.0222512,6.48
0.0222201,6.49
0.0221891,6.5
0.0221581,6.51
0.0221272,6.52
0.0220963,6.53
0.0220655,6.54
0.0220347,6.55
0.0220039,6.56
0.0219732,6.57
0.0219425,6.58
0.0219119,6.59
0.0218813,6.6
0.0218507,6.61
0.0218202,6.62
0.0217897,6.63
0.0217593,6.64
0.0217289,6.65
0.0216986,6.66
0.0216683,6.67
0.021638,6.68
0.0216078,6.69
0.0215776,6.7
0.0215475,6.71
0.0215174,6.72
0.0214873,6.73
0.0214573,6.74
0.0214273,6.75
0.0213974,6.76
0.0213675,6.77
0.0213376,6.78
0.0213078,6.79
0.0212781,6.8
0.0212483,6.81
0.0212186,6.82
0.021189,6.83
0.0211594,6.84
0.0211298,6.85
0.0211003,6.86
0.0210708,6.87
0.0210413,6.88
0.0210119,6.89
0.0209826,6.9
0.0209532,6.91
0.020924,6.92
0.0208947,6.93
0.0208655,6.94
0.0208363,6.95
0.0208072,6.96
0.0207781,6.97
0.0207491,6.98
0.0207201,6.99
0.0206911,7
0.0206622,7.01
0.0206333,7.02
0.0206044,7.03
0.0205756,7.04
0.0205469,7.05
0.0205181,7.06
0.0204895,7.07
0.0204608,7.08
0.0204322,7.09
0.0204036,7.1
0.0203751,7.11
0.0203466,7.12
0.0203181,7.13
0.0202897,7.14
0.0202613,7.15
0.020233,7.16
0.0202047,7.17
0.0201764,7.18
0.0201482,7.19
0.02012,7.2
0.0200919,7.21
0.0200638,7.22
0.0200357,7.23
0.0200077,7.24
0.0199797,7.25
0.0199517,7.26
0.0199238,7.27
0.0198959,7.28
0.0198681,7.29
0.0198403,7.3
0.0198125,7.31
0.0197848,7.32
0.0197571,7.33
0.0197295,7.34
0.0197019,7.35
0.0196743,7.36
0.0196468,7.37
0.0196193,7.38
0.0195918,7.39
0.0195644,7.4
0.019537,7.41
0.0195097,7.42
0.0194824,7.43
0.0194551,7.44
0.0194279,7.45
0.0194007,7.46
0.0193735,7.47
0.0193464,7.48
0.0193193,7.49
0.0192922,7.5
0.0192652,7.51
0.0192383,7.52
0.0192113,7.53
0.0191844,7.54
0.0191576,7.55
0.0191307,7.56
0.0191039,7.57
0.0190772,7.58
0.0190505,7.59
0.0190238,7.6
0.0189972,7.61
0.0189706,7.62
0.018944,7.63
0.0189175,7.64
0.018891,7.65
0.0188645,7.66
0.0188381,7.67
0.0188117,7.68
0.0187853,7.69
0.018759,7.7
0.0187328,7.71
0.0187065,7.72
0.0186803,7.73
0.0186541,7.74
0.018628,7.75
0.0186019,7.76
0.0185758,7.77
0.0185498,7.78
0.0185238,7.79
0.0184979,7.8
0.018472,7.81
0.0184461,7.82
0.0184202,7.83
0.0183944,7.84
0.0183686,7.85
0.0183429,7.86
0.0183172,7.87
0.0182915,7.88
0.0182659,7.89
0.0182403,7.9
0.0182147,7.91
0.0181892,7.92
0.0181637,7.93
0.0181382,7.94
0.0181128,7.95
0.0180874,7.96
0.0180621,7.97
0.0180367,7.98
0.0180115,7.99
0.0179862,8
0.017961,8.01
0.0179358,8.02
0.0179107,8.03
0.0178856,8.04
0.0178605,8.05
0.0178354,8.06
0.0178104,8.07
0.0177855,8.08
0.0177605,8.09
0.0177356,8.1
0.0177107,8.11
0.0176859,8.12
0.0176611,8.13
0.0176363,8.14
0.0176116,8.15
0.0175869,8.16
0.0175622,8.17
0.0175376,8.18
0.017513,8.19
0.0174885,8.2
0.0174639,8.21
0.0174394,8.22
0.017415,8.23
0.0173905,8.24
0.0173661,8.25
0.0173418,8.26
0.0173175,8.27
0.0172932,8.28
0.0172689,8.29
0.0172447,8.3
0.0172205,8.31
0.0171963,8.32
0.0171722,8.33
0.0171481,8.34
0.017124,8.35
0.0171,8.36
0.017076,8.37
0.0170521,8.38
0.0170281,8.39
0.0170042,8.4
0.0169804,8.41
0.0169565,8.42
0.0169327,8.43
0.016909,8.44
0.0168852,8.45
0.0168615,8.46
0.0168379,8.47
0.0168142,8.48
0.0167906,8.49
0.0167671,8.5
0.0167435,8.51
0.01672,8.52
0.0166966,8.53
0.0166731,8.54
0.0166497,8.55
0.0166264,8.56
0.016603,8.57
0.0165797,8.58
0.0165564,8.59
0.0165332,8.6
0.01651,8.61
0.0164868,8.62
0.0164636,8.63
0.0164405,8.64
0.0164174,8.65
0.0163944,8.66
0.0163714,8.67
0.0163484,8.68
0.0163254,8.69
0.0163025,8.7
0.0162796,8.71
0.0162567,8.72
0.0162339,8.73
0.0162111,8.74
0.0161883,8.75
0.0161656,8.76
0.0161429,8.77
0.0161202,8.78
0.0160976,8.79
0.016075,8.8
0.0160524,8.81
0.0160299,8.82
0.0160073,8.83
0.0159848,8.84
0.0159624,8.85
0.01594,8.86
0.0159176,8.87
0.0158952,8.88
0.0158729,8.89
0.0158506,8.9
0.0158283,8.91
0.0158061,8.92
0.0157839,8.93
0.0157617,8.94
0.0157395,8.95
0.0157174,8.96
0.0156953,8.97
0.0156733,8.98
0.0156513,8.99
0.0156293,9
0.0156073,9.01
0.0155854,9.02
0.0155635,9.03
0.0155416,9.04
0.0155198,9.05
0.0154979,9.06
0.0154762,9.07
0.0154544,9.08
0.0154327,9.09
0.015411,9.1
0.0153893,9.11
0.0153677,9.12
0.0153461,9.13
0.0153245,9.14
0.015303,9.15
0.0152815,9.16
0.01526,9.17
0.0152385,9.18
0.0152171,9.19
0.0151957,9.2
0.0151744,9.21
0.015153,9.22
0.0151317,9.23
0.0151105,9.24
0.0150892,9.25
0.015068,9.26
0.0150468,9.27
0.0150256,9.28
0.0150045,9.29
0.0149834,9.3
0.0149623,9.31
0.0149413,9.32
0.0149203,9.33
0.0148993,9.34
0.0148784,9.35
0.0148574,9.36
0.0148365,9.37
0.0148157,9.38
0.0147948,9.39
0.014774,9.4
0.0147533,9.41
0.0147325,9.42
0.0147118,9.43
0.0146911,9.44
0.0146704,9.45
0.0146498,9.46
0.0146292,9.47
0.0146086,9.48
0.014588,9.49
0.0145675,9.5
0.014547,9.51
0.0145266,9.52
0.0145061,9.53
0.0144857,9.54
0.0144653,9.55
0.014445,9.56
0.0144247,9.57
0.0144044,9.58
0.0143841,9.59
0.0143639,9.6
0.0143437,9.61
0.0143235,9.62
0.0143033,9.63
0.0142832,9.64
0.0142631,9.65
0.014243,9.66
0.014223,9.67
0.014203,9.68
0.014183,9.69
0.014163,9.7
0.0141431,9.71
0.0141232,9.72
0.0141033,9.73
0.0140834,9.74
0.0140636,9.75
0.0140438,9.76
0.0140241,9.77
0.0140043,9.78
0.0139846,9.79
0.0139649,9.8
0.0139453,9.81
0.0139256,9.82
0.013906,9.83
0.0138865,9.84
0.0138669,9.85
0.0138474,9.86
0.0138279,9.87
0.0138084,9.88
0.013789,9.89
0.0137696,9.9
0.0137502,9.91
0.0137308,9.92
0.0137115,9.93
0.0136922,9.94
0.0136729,9.95
0.0136537,9.96
0.0136344,9.97
0.0136152,9.98
0.0135961,9.99
0.0135769,10
